text,toxicidade_amanda,cat_toxico_amanda,misoginia_amanda,cat_misoginia_amanda,toxicidade_livia,cat_toxico_livia,misoginia_livia,cat_misoginia_livia,toxicidade_sophia,cat_toxico_sophia,misoginia_sophia,cat_misoginia_sophia
Hoje em dia inventaram um monte de nomes diferentes para prostituta.,1.0,1.3,1.0,2.1,0.0,0,1.0,3.1,0.0,0,0.0,0.0
"Justiça é o que não existe nesse país, basta a mulher chegar chorando na delegacia que passa de agressora a vítima !",1.0,1.4,1.0,2.1,1.0,3.2,1.0,2.1,1.0,3.2,1.0,4.2
Ai a economia bostileira vai quebrar.Os donos vão si fuder bonito e o desemprego também. Ai é queda de governo.!!kkkkkkkkk,1.0,1.4,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
Logo vai ter Pensão para as Samambaias.😂🤡,1.0,1.4,1.0,2.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Boa sorte pra conseguir um homem assim fia 😂😂😂,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.3,1.0,4.1
Não há como superar o remédio indicado pelo Don para evitar isso: não casar nem se relacionar seriamente nem ter filho. Somente assim o homem se livra dessa armadilha.,1.0,1.4,1.0,2.1,1.0,3.1,1.0,3.1,1.0,1.3,1.0,4.2
Se a mulher não  te ver como um prêmio ela não  se importará  com vc.,1.0,1.4,1.0,2.1,1.0,1.3,1.0,2.1,1.0,1.3,1.0,4.2
"Eu não me arrependo de pagar uma   Só que isso tem que lá de vez em quando, senão você vicia",1.0,1.3,1.0,2.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Ela gravando pra tentar apanhar,1.0,1.4,1.0,1.2,1.0,1.6,0.0,0.0,1.0,1.6,1.0,1.2
Sim porém essa estratégia pra feio num funciona não amigo 😂😂😂😂😂😂,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"   concordo, assim como muitos homens enchem a mulher de filhos e acha que trabalho de casa é não fazer nada. Mas tudo dentro de um casamento tem que ser bom para os dois. E nunca será uma divisão igualitária depois que uma mulher engravida, aí cabe a compreensão de ambos os lados.",0.0,0,0.0,0.0,0.0,0,1.0,3.2,0.0,0,0.0,0.0
"Na teórica e lindo, na prática e conta bancária, grita feministas uau.",1.0,1.4,1.0,2.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"@  Bem lembrado. Os garotões que iniciam a vida aos 40, 50 ou 80 ignoram isso. Acham que é só atrair uma mulher 30, 40 ou 50 anos maos jovem com a beleza e virilidade que só um garotão em estágio avançado pode ter, e serão felizes para sempre, com sua prole saudável e numerosa. Desconhecem também que muitas mulheres têm menopausa em torno dos 60 anos, como é o caso da minha avó, as irmãs da minha avó, minha mãe e minha bisavó, ou se seja, as mulheres da família que já entraram na menopausa. Minha bisavó teve a última filha com mais de 50, minha avó teve a última filha com 46. Até para criar falácias é difícil, para quem não busca conhecer o assunto.",1.0,1.4,0.0,0.0,0.0,0,1.0,3.3,0.0,0,0.0,0.0
Ainda tem Mulher usando seus Neurônios que bom que nem Tudo tá Perdido ainda tem Gente Decente em meio a tanta Sacanagem 🤔,1.0,1.3,1.0,2.1,0.0,0,1.0,3.3,1.0,1.3,1.0,3.3
"Em fim, essa sociedade de merda está indo pra bosta. Graças a Deus 🙏 Chega!",1.0,1.4,0.0,0.0,1.0,3.1,0.0,0.0,1.0,1.4,0.0,0.0
"Kkkkkkkkkk Red pil é meu zovu, muito baba ovo desse charlatã 😂",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Já vi esse filme, aconteceu com o Amaral a única diferença é que uma é loira e a outra japonesa 😂 se liga mano fica ativo",0.0,0,0.0,0.0,0.0,0,1.0,3.1,0.0,0,0.0,0.0
"Os jornalecos brasileiros são assim , os piores",0.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"No meu caso, namorei 6 anosce 6 meses uma garota e ficamos noivos, casa mobiliada, convites do casamento prontos para a entrega aos convidados,  buffet totalmente pago. 05 meses antes do casamento ela veio com história de darmos um tempo.Não existe esse negócio de tempo, apenas aceitei de boa, sofri bastante e não conseguia me relacionar com nenhuma mulher.Na época fazia Administração de Empresa, tranquei a Faculdade e passei pra Direito.Hj estou casado, bem casado, uma esposa maravilhosa, dedicada, exemplo de Mãe, esposa. Temos um casal de filhos lindos, estudiosos, disciplinados.Sou funcionário público estadual, advogado.Dois anos após o tempo q ela pediu, veio atrás arrependida, e eu simplesmente disse-lhe um gigantesco NÃO.Até escuto de algumas amigas incomum q ela se arrependeu desde o dia q nasceu de feito aquela proposta.Vida q segue.",0.0,0,0.0,0.0,0.0,0,1.0,3.3,0.0,0,0.0,0.0
"É por isso que não assumo nenhuma atribuição de pai ou mãe e minha relação com meus enteados é tranquila,  eu trabalho e meu marido também, quando os filhos dele estão em casa,  ele que cozinha e cuida das coisas deles, eu não interfiro e não faço nada para eles, os trato com educação e respeito, mas com distância para evitar qualquer tipo de desconforto.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Palhaçada isso os homens gostam de ouvir. O correto é ambos aprenderem um com o outro . É por esses pensamentos que muitas mulheres são sacanas com muitos jomens,1.0,1.4,1.0,2.1,0.0,0,0.0,0.0,1.0,1.4,1.0,4.2
Se  um cara te toca eu ve arrebento ele deixo nao fica em paz mais é isso mesmo se cuida   voce e jovem  estude e na hora certa DEUS MAIS TO FALANDONDE  IHREJA NAO TWM GENTE BOA FORA DA IGREJA AS VEZES MELHOR DO QUE OS QUE TA NA IGREJA ENTAO NA HORA CERRA ELE COLOCA UMA PESSOA NO SEU CAMINHO POR HOEA ISSO MESMO SE CUIDE  BEM PRONTO GAROTA !,1.0,1.6,1.0,3.4,1.0,1.6,0.0,0.0,0.0,0,0.0,0.0
Falta de sabedoria !Mulher virtuosa quem a acharás!,0.0,0,0.0,0.0,0.0,0,1.0,3.1,0.0,0,0.0,0.0
"Canseira viu, jogos, jogos, jogos",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Falo tudo, as mulheres acham que nós homens temos medo de ficar sozinhos, pior que ficar sozinho é viver no inferno dentro de um relacionamento.",0.0,0,1.0,2.1,1.0,1.3,1.0,2.1,1.0,1.3,1.0,4.2
"Para as mulheres, homens são apenas ferramentas utilitárias. Elas não os ""amam"" pelo que são, mas pela utilidade.",1.0,1.4,1.0,2.1,1.0,1.3,1.0,2.1,1.0,"1,3",1.0,4.2
Logo mais o gosverno vai regulamentar essa profissão pra poder recolher INSS.Só falta definir a idade e o tempo de contribuição pra se aposentar.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Acho que eu sou um viajante do futuro. Nunca fui em balada, nunca fiquei bebado e nunca fui um apaixonado por essas patifarias de festas relacionadas à libertinagem 😅As MOLIÉRES na verdade amam um ønlyfans, um vibradorzinho rosa 🩷 e com uns gemidos falsos e orgasmos intermináveis arrancam da maneira mais fácil do mundo o Níquel 🪙 dos homens emocionados ávidos por uma imagem de carne mijada.",1.0,1.4,1.0,2.1,1.0,1.3,1.0,2.1,1.0,1.3,1.0,2.3
Resumidamente a melhor definição - mas ela é nova e aprende.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Me desculpa Espectro, eu tentei ouvir até o fim, mas é impossível. Te colocaram contra um papagaio conectado a um gerador de lero-lero.A pessoa literalmente ignora tudo que a Especto diz e começa a pregar suas teorias sociais de 100 anos atrás como se fossem fatos (spoiler: não são). Não sei se ela de fato não entendeu ou se o repertório só permite repetir as mesmas frases o tempo todo como se fizessem sentido em todos os contextos.",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Essa sim merece ser escutada,essa parada ai",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
É muito excesso de infantilidade.,1.0,1.4,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
Se preparem para financiar mais uma família desestruturada.,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,0.0,0,0.0,0.0
"Vou seguir e dar chance ao contraditório amigo! De uma chance também e siga o Gustavo Machado e outros (ateuinforma, por exemplo)",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Para EX... Só há um tratamento simples e muito eficaz: chá de sumiço e contato ZERO...Prove e veras !!!,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Contexto: ela é muito mais nova que ele. Apenas pela foto: dá uma bronca e continua. Em duas semanas,  povo já esqueceu.",0.0,0,0.0,0.0,1.0,1.6,1.0,1.2,0.0,0,0.0,0.0
Viu as 3 horas de vídeo mesmo?,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Queria o marido não, a grana😂😂😂😂!Agora, ""imangina"" que os seres de luz traem a si mesmo, coitado dos emocionados (vão dizer que estou errado pq ele também traiu, porém, ele não era sobrinho dele que tinha recebido tudo do melhor)",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.3,1.0,4.2
.9658  vai sustentar msol gadinho de valor kkk,1.0,1.4,1.0,2.1,0.0,0,1.0,3.1,1.0,1.3,1.0,3.1
"conversa sincera e orientação sempre é o melhor caminho. os pais precisam entender que criam filhos pro mundo, não pra uma bolha específica.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Homen, no sentido literal, não escolhe qqr uma, principalmente por ter sorriso branco ou mechas loiras. Mulher de valor tá cagando pra sua conta, as garotas não. Elas querem gozar do seu sucesso, mas não querem ajudar no progresso. Fato.",1.0,1.4,1.0,2.1,1.0,1.3,1.0,2.1,1.0,1.3,1.0,4.1
O #Patriarcado é opressão e a servidão dos homens coagidos e intimados a dar #proteção e #provisão para mulheres.,1.0,3.2,1.0,2.1,0.0,0,1.0,3.2,1.0,3.2,0.0,0.0
"​Sabem disfarçar bem, uma grande parcela rejeita e não é endeusado pela mídia. Já no Brasil se tornou normal e é aplaudido de pé pela maioria dos bonobos com 80 de QI.   ",1.0,1.4,0.0,0.0,1.0,1.3,0.0,0.0,1.0,1.4,0.0,0.0
Cheguei mais rápido que modernete colocando short atolado pra ir no mercado com o Miqueias.,1.0,1.4,1.0,2.1,0.0,0,1.0,3.1,1.0,1.4,1.0,2.3
Aceito até um real pra n topa com vc😅😅😅😅😅,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
Eyta falta de caráter coitado desse marido,1.0,1.4,1.0,2.1,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
Muito bom...ele ainda explicou!,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
-c4u  mora sozinho é bom porque VC come aina que quiser ...,0.0,0,1.0,2.3,1.0,1.5,1.0,2.3,1.0,1.5,1.0,3.2
@  Tá sabendo demais DonSandro,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Tenho uma filha com uma epilepsia refrataria que não tem cura nem controle e hiperatividade (TDH)  e não tem qualquer problema em se comportar pq sempre eduque com limite e com verdade: quando é não  é não sem ceder, e quando é sim é pq pode. Como nunca menti ou chantageei ela seja com o que for, ela apesar das suas limitações  entende perfeitamente as duas situações. Hoje os pais se isentam da sua função: educar!",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Imagina lá no passarinho 😂😂😂😂😂😂😂,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Vc falou uma pura vdd. Claro que tem exceção, mas a maioria da mulherada pensa assim.",1.0,1.4,1.0,2.1,0.0,0,1.0,3.1,1.0,1.3,1.0,3.3
"Isso é  caráter, já  vi casos  parecidos, mas,tem uma coisa nisso  tudo  que a maioria  não  presta a atenção, são  os SINAIS, traição financeira, conjugal ou outra qualquer  começa  aos poucos, levam o relacionamento  a diante   sem buscar  pelo amparo  de DEUS, então  ,sozinhos  nos fragilizamos, e o inimigo  se aproveita  pra fazer sua destruição...",0.0,0,0.0,0.0,1.0,3.1,0.0,0.0,0.0,0,0.0,0.0
"Com estas exigências não vai ter primeira encontro, ela quer um caixa eletrônico... 🤬🤬🤬🤬🤬🤬🤬🤬🤬",1.0,1.4,1.0,2.1,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
  vc tem um ponto forte. Precisa passar a limpa nos falsos intelectuais,1.0,1.4,0.0,0.0,0.0,0,0.0,0.0,1.0,1.6,0.0,0.0
"🤣🤣🤣🤣🤣 Pior cara, e a visão do inferno.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"""A gente se espantava muito com algumas denúncias, e também com algumas denúncias na Vara de Violência Doméstica, mas o tempo nos levou a verificar... o tempo e a estatística: 80% das denúncias de abuso são falsas no Brasil. Isso é uma luz que acendeu de alerta imensa, do tamanho do Sol. Não vamos embarcar, e também não vamos neglicenciar, lógico, as denúncias, mas vamos passar a olhá-las já com a experiência de quem tem uma estatística de 80% de falsas denúncias"".https://www.youtube.com/watch?v=94-6zKPKjxsJuíza de Direito do Tribunal de Justiça Do Estado de Mato Grosso. Jaqueline Cherulli",1.0,3.2,1.0,4.2,1.0,3.2,1.0,1.2,1.0,3.2,0.0,0.0
"Mas mostra vc trabalhando querida isso é obrigação , agora nos mostre vc trabalhando, trabalha onde? Como vc ajuda o marido a colocar grana em casa? Faça outro vídeo mostrando seu emprego.",1.0,1.4,1.0,2.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0
E os caras que só não põe o pau em buraco de árvore pq não sabe o que tem lá dentro... Mas por em tudo põe né kkkk,1.0,1.4,1.0,2.3,1.0,1.2,0.0,0.0,1.0,1.6,0.0,0.0
Mulher não tá nem ai pra homem. Aceita q dói menos,1.0,1.3,1.0,2.1,1.0,1.3,1.0,2.1,1.0,1.3,1.0,4.2
"Esses canais de ""desenvolvimento pessoal"" focam em o homem se tornar melhor para agradar femeas, jamais para se valorizarem e terem orgulho proprio. Será que é mesmo um engrandecimento tentar agradar alguem que está pouco se importando com o homem?",1.0,1.3,1.0,2.1,0.0,0,1.0,3.1,1.0,1.3,1.0,4.2
E impressão minha ou na hora que ele puxou a minha ela tava mordendo os lábios 😅,0.0,0,0.0,0.0,1.0,1.5,1.0,2.3,0.0,0,0.0,0.0
"O Ricky veio de favela e é um rapaz simples, ele vai melhorar a comunicação com o tempo não precisa tacar hate...",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Infelizmente essa é a nova geração a geração das drogas da prostituição do mau caratismo da homossexualidade pessoas que nos deixam enojados verdadeiro repúdio,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.3,0.0,0.0
"@ .7703  Quem diz que é, não sou eu, já vi o próprio Jordan Peterson falar sobre isso, tem esse tipo de matéria em livros de psicologia, a Dr, Claudia Pacheco que é psiquiatra fala a mesma coisa, a engenharia social pode sim influenciar, através de incentivos e recompensas jogadas no ambiente, mas o que determina é a honra e a virtude que o indivíduo possui.     E como eu escrevi, isso é uma pré disposição da psicologia feminina, algo que se ela não cuida, promiscuidade e prostituição é quase certa.    Tanto que hoje nos EUA já tem faculdades onde 80% das mulheres que estudam lá  possui perfil no onlyngados e tem como renda a prostituição virtual e acham que está tudo ok, que nada está errado nesse comportamento, nem vergonha de admitir possuem.",1.0,1.3,1.0,2.1,1.0,3.2,1.0,3.2,1.0,1.6,1.0,4.2
"""Eu sou muito esperta""O Cara achando o video dela no Youtube: Será?",1.0,1.4,1.0,2.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Se fosse meu ia ter 2 varas pra  ele, simples assim",1.0,1.5,0.0,0.0,1.0,1.6,0.0,0.0,0.0,0,0.0,0.0
"Fala isso para ele… tenho certeza que ele vai amar. As vezes o que precisamos para melhorar nosso relacionamento com nossos pais é entender que eles tbm são humanos cheios de erros e falhas, mas que daria a própria vida por nós",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Isso mesmo e a primeira coisa que a princesa da Disney corta no relacionamento e o bife 🥩,1.0,1.4,1.0,2.1,0.0,0,1.0,3.1,0.0,0,0.0,0.0
Nem td concordo. Gosto de amigos sim na minha casa . Recebi ajuda de muitos amigos no Hospital. e em casa.Parentes foram poucos,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
QUANDO o homem fala assim ele foi atras de uma puta e se deu mal...fato kkkkkk tadinho😂😂 faz parte...mais tem aquele 1% de mulher de verdade amém,1.0,1.4,1.0,2.1,1.0,1.3,1.0,3.1,1.0,1.3,1.0,3.3
"Prova aí q ele não existe mano,vc acredita em ""filósofos"" e quer menosprezar as crenças dos outros.Tá muito mal  ",1.0,1.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"O maior castigo para quem trai, é o desprezo eterno.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
e dai o homem pode estourar a coluna?,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Falou tudo... Depois elas vem falar que sao empoderadas, que conquistaram tudo com seu próprio esforço 😂😂😂",1.0,1.3,1.0,2.1,1.0,1.2,1.0,2.1,0.0,0,0.0,0.0
Parabéns  aos dois o patrão que foi solidario e o empregado que cuidou dz fazenda como se fosse dele.Aí vem a vitória.Deus te dá a oportunidade e vc.faz a sua parte para ter a vitória.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Eu vivi isso mas agora acho que tenho que trabalhar ,criei meus filhos  e minha familia e a família do meu marido sempre mim  perturbava ,ficavam incomodados por eu cuidar dos meus filhos  quando eu mim casei eu deixei de trabalhar todas as vezes que nascia um dos filhos pois não queria deixar meu bebê  com estranho ele não pediu pra nascer o melhor é que com todas as culpas e dificuldades valeu a pena o pouco que deixei meu filho na escola  pequenino eu arrependiAgora que eles cresceram eu vou mim ocupar  com outras coisas pous eles são prioridades pra mim",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Tempos perigosos para os homens. To na maskpill e atento, faz tempo.",1.0,1.3,1.0,2.1,1.0,3.1,0.0,0.0,1.0,3.1,1.0,4.2
Existe grande chance de ser Transtorno Opositor Desafiador (TOD). Tem que levar logo no psicólogo e psiquiatra. Senão vai ser muito difícil a sua jornada com ele.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Espero que não encontre ninguém.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
A Sementinha do mal agindo na cabeça de uma piriguete contumaz...,1.0,1.4,1.0,2.1,1.0,1.4,1.0,3.1,1.0,1.3,1.0,3.1
"Já ouviu falar em assédio, minha senhora?",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"@ -kl4wg O feminismo tem a função de politizar o pensamento da mulher, nas suas relações de amizade, conjugais e maternais com os homens. A guerra cultural visa descontruir o homem, em todos os sentidos. O que poderia acontecer a uma sociedade dividida e desconstruída?Escravidão?Quem sabe?",1.0,3.2,1.0,2.1,1.0,3.1,0.0,0.0,1.0,3.2,0.0,0.0
O judiciário é canalha e ñ se preocupa com a justiça.,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
O judiciário trabalha pro crime organizado só não ver quem não quer,0.0,0,0.0,0.0,1.0,3.2.,0.0,0.0,1.0,3.2,0.0,0.0
Nada que um socão na boca não resolva,1.0,1.6,0.0,0.0,1.0,1.6,0.0,0.0,1.0,1.6,0.0,0.0
"A 4 anos atrás tava geral comprando carro a preço de banana pelo visto kkkkk. Gado é sempre gado, não importa se é destro ou canhoto 😂😂",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Deu em cima do eis, e ela foi confirmar antes.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
sim os irmaos nao vao poder nem transplantar orgaos,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
É isso mesmo.  Os homens precisam ter discernimento para identificar a rixosa e a sábia. Eis a questão.,1.0,1.4,1.0,2.1,0.0,0,1.0,3.1,1.0,1.3,1.0,3.1
"Exato, sente falta do comodismo de achar as coisas resolvidas, pagas e sem estresse. A pista lá fora é salgada.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Pior é que o trouxa vai ter que pagar pensão caso separe da mulher, registrou já era",1.0,1.4,1.0,2.1,1.0,1.4,1.0,3.1,1.0,1.4,0.0,0.0
"Que cara de pau, isso é pedófila",1.0,1.4,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
"Quando o parceiro diz foda-se pra o outro, já disse tudo.Agora fica quem quiser já que no final o lascado não será eu e sim quem continuo kk😂",0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
Que todas as queridas saibam que eu tenho esse mesmo sentimento lindo por elas em dobro. 🎉😊,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Imagina a cara de tacho das pessoas que enviaram presentes caríssimos das bodas de 24 anos, sendo q nem o mesmo quarto dividiam mais e ela já estava preparando a bodas de prata. Se não é louca, não sei mais oq é.",1.0,1.4,1.0,2.1,1.0,1.4,1.0,2.1,1.0,1.4,0.0,0.0
"@  realmente tem muitos como vc disse, mas não me encaixo nessas características. Acho q tem que haver reciprocidade em ônus e bônus (sabendo que o homem acaba fazendo mais, como cavalheirismo). Pagar pra ter uma mulher do lado, tô fora, amor é ajudar o namorado/marido...",0.0,0,1.0,2.1,0.0,0,1.0,3.2,0.0,0,0.0,0.0
"Particularmente, eu acho ridículo, homens de sobrancelhas feitas,ficam afeminado.Nós mulheres gostamos de homens másculo.💜 😘",1.0,1.4,1.0,3.2,1.0,1.3,1.0,3.3,1.0,1.4,0.0,0.0
Há muitos casais em que homem e mulher têm a mesma idade e seus casamentos já duram há mais de 30 anos.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"A mulher pode dar pra quantos quiser , quantas vezes qiiser, mas isso vai gerar reações diferentes que gera na cabeça dos homens pegadores. Isso vai confundi-la e vicia-la.😮😮😮",0.0,0,1.0,3.2,0.0,0,1.0,3.2,1.0,1.3,1.0,4.2
Até que enfim uma mulher falando verdade,1.0,1.3,1.0,2.1,0.0,0,1.0,3.3,1.0,1.3,1.0,3.3
Deus abençoe esse homem e sua família 🙏🏽 educação é algo que vem de berço 🎉,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"@  sou mulher e acredito que cada um, independente de ser homem ou mulher, deve assumir responsabilidade por suas atitudes. Se ela tem descontrole emocional ela precisa se tratar, não é culpa de ninguém a não ser ela mesma. O racismo faz parte da personalidade dela e de muitos que não são expostos. Ela diz que o relacionamento era abusivo, mas o que ela mostra é, chorando, tentar sensibilizar quem assiste se vitimizando. É evidente que ela está inventando história para se sair de vítima. Mulheres e homens podem ser tóxicos na mesma proporção. Ela é racista e narcisista.",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"@  respondi teu comentário ontem mas parece que minha resposta foi removida, ou vamos dizer que sumiu misteriosamente, porque eu pelo menos não consigo encontra-la, então estou respondendo novamente. Vamos lá.Piada pronta para mim é homem que precisa usar um aplicativo de paquera para conseguir uma mulher.Homem de verdade não precisa se rebaixar ao uso desse tipo de porcaria, que não passa de uma versão digital de mercado de pedaços de carne, onde pessoas que não têm nada a oferecer além de seus corpos se submetem a esse tipo de baixaria.Homem de valor não precisa e não procura mulher em aplicativo de paquera, boteco, balada, pancadão ou casa de prostituição.Homem de verdade tem plena capacidade de encontrar uma mulher digna, de índole compatível com a sua própria, em ambientes saudáveis que normalmente ele já  frequenta.Dizer que hoje em dia não existe mais mulher de valor é a desculpa mais esfarrapada que um homem pode usar para justificar sua própria capacidade de encontrar uma mulher para um relacionamento sério, baseado no respeito mútuo e construir uma família, porque a existência de pessoas imprestáveis não é uma exclusividade desta geração: vagabundos e vagabundas sempre existiram, desde que o ser humano começou a caminhar no mundo.Dizer que a cafajestice aumentou é correto, mas jovens decentes também existem nos dias de hoje. É verdade que está mais complicado nos dias de hoje, até por causa da legislação que favorece a canalhice, mas não é impossível.Agora, não dá para concordar com homem que procura mulher em antro de vagabundas para se relacionar, só tem olhos para aquelas que se comportam como prostitutas, se envolve com esses trastes e depois que se ferra, vem aqui dizer que não existe mulher decente, que são todas iguais.Para mim, homens que fazem isso não se diferem em nada das mulheres que rodam na mão de dezenas de vagabundos brincando no carrossel do senta-e-quica e depois ficam cacarejando que os homens são todos iguais.Homem de verdade consegue, sim, selecionar o joio do trigo e construir uma família com uma mulher de índole compatível com a sua.Homem de valor que escolhe viver solteiro é raro mas também existe, desde que consiga viver sem sexo casual, caso contrário não é de fato um homem de valor.Porque homem que diz que é solteiro mas cada dia pega uma mulher diferente, vivendo como um cachorro vira-latas, não é homem de valor, ao menos não sob a régua de valores morais que eu respeito. Não passa da versão masculina das mulheres que fazem a mesma coisa e que ele próprio vem aqui hipocritamente criticar.Porque já disse em outro comentário, e repito: se você consegue dizer com toda honestidade que não consegue encontrar e não conhece pessoalmente nenhuma mulher honesta, digna, decente, então lamento dizer, mas o problema está nos ambientes que você frequenta e no teu círculo de amizades.Diga-me com quem andas e te digo quem és. Isso também é piada pronta para você?",1.0,1.4,1.0,2.1,1.0,3.1,1.0,3.1,1.0,1.2,1.0,2.1
problema é ser besta pra homem. Ainda bem que sou vacinada!,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
Ei Copini estou aqui!é manos eu não sabia que isso tinha acontecido até eu chegar no trabalho e descobri que agora temos uma tarefa a mais no caso a separação de uma steio sendo dai perguntei pq que ela voltou? me disseram que a friozem do rio grande do sul estava de baixo d agua.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"rapaz.............um ser do caralho desse, abre a porra do biko e late que quer salvar o planeta  !!!!   o jegue nao sabe pegar um estupido onibus  !!!!!   mas quer salvar o planeta   !!!!",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"O problema não é ter rede social, é respeitar a pessoa que está com vc, mulher curtir fotos de homens ou homens curtir fotos de mulheres, ou pior seguir ex e ainda curtir fotos",0.0,0,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0,0.0,0.0
"Deve ser pegadinha, pois se uma cidadã grava um vídeo APENAS COM A VERSÃO DELA, sendo verdade ou não, era cartão vermelho no ato!Roupa suja não se lava em público, se isso não for pegadinha, claro.",1.0,1.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
